path,scenes,raw_scenes
results/huggies/C4Q2MLaPuyO_2024-03-08_18-25-31_UTC_1,"[(0.0, 1.207), (1.207, 2.552), (2.552, 4.241), (4.241, 5.207), (5.207, 6.897), (6.897, 7.828), (7.828, 8.69), (8.69, 9.552), (9.552, 10.483), (10.483, 11.034), (11.034, 11.586), (11.586, 12.138), (12.138, 12.724), (12.724, 14.069), (14.069, 14.793), (14.793, 15.448), (15.448, 16.0), (16.0, 16.793), (16.793, 17.448), (17.448, 18.103), (18.103, 18.931), (18.931, 20.034), (20.034, 20.862), (20.862, 21.724), (21.724, 22.724), (22.724, 23.552), (23.552, 25.103), (25.103, 25.862), (25.862, 26.724), (26.724, 28.276), (28.276, 28.862), (28.862, 29.552), (29.552, 30.759), (30.759, 31.586), (31.586, 32.138), (32.138, 32.862), (32.862, 33.517), (33.517, 35.103), (35.103, 35.897), (35.897, 37.517), (37.517, 39.276), (39.276, 39.759), (39.759, 40.483), (40.483, 41.069), (41.069, 41.69), (41.69, 42.552), (42.552, 43.241), (43.241, 43.931), (43.931, 44.621), (44.621, 47.414), (47.414, 48.414), (48.414, 50.138), (50.138, 50.586), (50.586, 52.069), (52.069, 52.966), (52.966, 54.103)]","[('00:00:00.000', '00:00:01.207'), ('00:00:01.207', '00:00:02.552'), ('00:00:02.552', '00:00:04.241'), ('00:00:04.241', '00:00:05.207'), ('00:00:05.207', '00:00:06.897'), ('00:00:06.897', '00:00:07.828'), ('00:00:07.828', '00:00:08.690'), ('00:00:08.690', '00:00:09.552'), ('00:00:09.552', '00:00:10.483'), ('00:00:10.483', '00:00:11.034'), ('00:00:11.034', '00:00:11.586'), ('00:00:11.586', '00:00:12.138'), ('00:00:12.138', '00:00:12.724'), ('00:00:12.724', '00:00:14.069'), ('00:00:14.069', '00:00:14.793'), ('00:00:14.793', '00:00:15.448'), ('00:00:15.448', '00:00:16.000'), ('00:00:16.000', '00:00:16.793'), ('00:00:16.793', '00:00:17.448'), ('00:00:17.448', '00:00:18.103'), ('00:00:18.103', '00:00:18.931'), ('00:00:18.931', '00:00:20.034'), ('00:00:20.034', '00:00:20.862'), ('00:00:20.862', '00:00:21.724'), ('00:00:21.724', '00:00:22.724'), ('00:00:22.724', '00:00:23.552'), ('00:00:23.552', '00:00:25.103'), ('00:00:25.103', '00:00:25.862'), ('00:00:25.862', '00:00:26.724'), ('00:00:26.724', '00:00:28.276'), ('00:00:28.276', '00:00:28.862'), ('00:00:28.862', '00:00:29.552'), ('00:00:29.552', '00:00:30.759'), ('00:00:30.759', '00:00:31.586'), ('00:00:31.586', '00:00:32.138'), ('00:00:32.138', '00:00:32.862'), ('00:00:32.862', '00:00:33.517'), ('00:00:33.517', '00:00:35.103'), ('00:00:35.103', '00:00:35.897'), ('00:00:35.897', '00:00:37.517'), ('00:00:37.517', '00:00:39.276'), ('00:00:39.276', '00:00:39.759'), ('00:00:39.759', '00:00:40.483'), ('00:00:40.483', '00:00:41.069'), ('00:00:41.069', '00:00:41.690'), ('00:00:41.690', '00:00:42.552'), ('00:00:42.552', '00:00:43.241'), ('00:00:43.241', '00:00:43.931'), ('00:00:43.931', '00:00:44.621'), ('00:00:44.621', '00:00:47.414'), ('00:00:47.414', '00:00:48.414'), ('00:00:48.414', '00:00:50.138'), ('00:00:50.138', '00:00:50.586'), ('00:00:50.586', '00:00:52.069'), ('00:00:52.069', '00:00:52.966'), ('00:00:52.966', '00:00:54.103')]"
results/huggies/DBKb9d1OPtI_2024-10-15_23-27-25_UTC,"[(0.0, 6.7), (6.7, 12.733), (12.733, 15.367), (15.367, 17.933), (17.933, 21.133), (21.133, 22.233), (22.233, 22.933), (22.933, 23.567), (23.567, 24.067), (24.067, 24.867), (24.867, 25.5), (25.5, 27.167), (27.167, 31.5), (31.5, 32.167), (32.167, 34.433), (34.433, 36.333), (36.333, 39.767), (39.767, 40.6), (40.6, 41.933), (41.933, 44.4), (44.4, 52.133)]","[('00:00:00.000', '00:00:06.700'), ('00:00:06.700', '00:00:12.733'), ('00:00:12.733', '00:00:15.367'), ('00:00:15.367', '00:00:17.933'), ('00:00:17.933', '00:00:21.133'), ('00:00:21.133', '00:00:22.233'), ('00:00:22.233', '00:00:22.933'), ('00:00:22.933', '00:00:23.567'), ('00:00:23.567', '00:00:24.067'), ('00:00:24.067', '00:00:24.867'), ('00:00:24.867', '00:00:25.500'), ('00:00:25.500', '00:00:27.167'), ('00:00:27.167', '00:00:31.500'), ('00:00:31.500', '00:00:32.167'), ('00:00:32.167', '00:00:34.433'), ('00:00:34.433', '00:00:36.333'), ('00:00:36.333', '00:00:39.767'), ('00:00:39.767', '00:00:40.600'), ('00:00:40.600', '00:00:41.933'), ('00:00:41.933', '00:00:44.400'), ('00:00:44.400', '00:00:52.133')]"
results/huggies/C90D8cPvFyx_2024-07-24_17-17-12_UTC,"[(0.0, 6.433), (6.433, 9.233), (9.233, 10.933), (10.933, 14.067), (14.067, 16.4), (16.4, 18.767), (18.767, 20.0), (20.0, 21.267), (21.267, 24.033), (24.033, 27.667), (27.667, 29.767)]","[('00:00:00.000', '00:00:06.433'), ('00:00:06.433', '00:00:09.233'), ('00:00:09.233', '00:00:10.933'), ('00:00:10.933', '00:00:14.067'), ('00:00:14.067', '00:00:16.400'), ('00:00:16.400', '00:00:18.767'), ('00:00:18.767', '00:00:20.000'), ('00:00:20.000', '00:00:21.267'), ('00:00:21.267', '00:00:24.033'), ('00:00:24.033', '00:00:27.667'), ('00:00:27.667', '00:00:29.767')]"
results/huggies/C6sB_TjsIgK_2024-05-08_00-53-21_UTC,"[(0.0, 1.36), (1.36, 2.6), (2.6, 3.56), (3.56, 4.52), (4.52, 5.4), (5.4, 5.96), (5.96, 6.52), (6.52, 8.52), (8.52, 9.8), (9.8, 10.64), (10.64, 11.36), (11.36, 13.16), (13.16, 14.12), (14.12, 14.92), (14.92, 16.2), (16.2, 17.12), (17.12, 18.2), (18.2, 18.88), (18.88, 19.44), (19.44, 20.04), (20.04, 20.96), (20.96, 21.64), (21.64, 23.12)]","[('00:00:00.000', '00:00:01.360'), ('00:00:01.360', '00:00:02.600'), ('00:00:02.600', '00:00:03.560'), ('00:00:03.560', '00:00:04.520'), ('00:00:04.520', '00:00:05.400'), ('00:00:05.400', '00:00:05.960'), ('00:00:05.960', '00:00:06.520'), ('00:00:06.520', '00:00:08.520'), ('00:00:08.520', '00:00:09.800'), ('00:00:09.800', '00:00:10.640'), ('00:00:10.640', '00:00:11.360'), ('00:00:11.360', '00:00:13.160'), ('00:00:13.160', '00:00:14.120'), ('00:00:14.120', '00:00:14.920'), ('00:00:14.920', '00:00:16.200'), ('00:00:16.200', '00:00:17.120'), ('00:00:17.120', '00:00:18.200'), ('00:00:18.200', '00:00:18.880'), ('00:00:18.880', '00:00:19.440'), ('00:00:19.440', '00:00:20.040'), ('00:00:20.040', '00:00:20.960'), ('00:00:20.960', '00:00:21.640'), ('00:00:21.640', '00:00:23.120')]"
results/huggies/C6rxtEdx_Vg_2024-05-07_22-28-37_UTC,"[(0.0, 0.567), (0.567, 6.9), (6.9, 8.833), (8.833, 10.167), (10.167, 13.2), (13.2, 15.3), (15.3, 17.233), (17.233, 18.033), (18.033, 18.567), (18.567, 19.867), (19.867, 20.433), (20.433, 21.433), (21.433, 23.1), (23.1, 29.1), (29.1, 31.533), (31.533, 32.633), (32.633, 35.567), (35.567, 38.2), (38.2, 40.733), (40.733, 45.9), (45.9, 48.7)]","[('00:00:00.000', '00:00:00.567'), ('00:00:00.567', '00:00:06.900'), ('00:00:06.900', '00:00:08.833'), ('00:00:08.833', '00:00:10.167'), ('00:00:10.167', '00:00:13.200'), ('00:00:13.200', '00:00:15.300'), ('00:00:15.300', '00:00:17.233'), ('00:00:17.233', '00:00:18.033'), ('00:00:18.033', '00:00:18.567'), ('00:00:18.567', '00:00:19.867'), ('00:00:19.867', '00:00:20.433'), ('00:00:20.433', '00:00:21.433'), ('00:00:21.433', '00:00:23.100'), ('00:00:23.100', '00:00:29.100'), ('00:00:29.100', '00:00:31.533'), ('00:00:31.533', '00:00:32.633'), ('00:00:32.633', '00:00:35.567'), ('00:00:35.567', '00:00:38.200'), ('00:00:38.200', '00:00:40.733'), ('00:00:40.733', '00:00:45.900'), ('00:00:45.900', '00:00:48.700')]"
results/huggies/C-8IXdRvK0S_2024-08-21_16-59-38_UTC,[],[]
results/huggies/C7Rv6NquyoR_2024-05-22_16-24-36_UTC_1,"[(0.0, 2.067), (2.067, 3.867), (3.867, 5.1), (5.1, 7.167), (7.167, 8.833), (8.833, 10.333), (10.333, 11.333), (11.333, 12.1)]","[('00:00:00.000', '00:00:02.067'), ('00:00:02.067', '00:00:03.867'), ('00:00:03.867', '00:00:05.100'), ('00:00:05.100', '00:00:07.167'), ('00:00:07.167', '00:00:08.833'), ('00:00:08.833', '00:00:10.333'), ('00:00:10.333', '00:00:11.333'), ('00:00:11.333', '00:00:12.100')]"
results/huggies/C87zZpiS232_2024-07-02_20-54-17_UTC,"[(0.0, 0.6), (0.6, 1.233), (1.233, 2.1), (2.1, 2.7), (2.7, 3.4), (3.4, 4.033), (4.033, 4.9), (4.9, 5.867), (5.867, 6.533), (6.533, 7.3), (7.3, 8.0), (8.0, 8.833), (8.833, 9.633), (9.633, 10.1), (10.1, 10.7), (10.7, 11.3), (11.3, 11.8), (11.8, 12.333), (12.333, 13.4), (13.4, 14.633), (14.633, 16.6), (16.6, 17.2), (17.2, 17.9), (17.9, 18.633), (18.633, 19.5), (19.5, 22.1), (22.1, 23.1), (23.1, 23.733), (23.733, 24.4), (24.4, 25.067), (25.067, 26.4), (26.4, 27.1), (27.1, 28.1), (28.1, 28.7), (28.7, 29.233), (29.233, 29.733), (29.733, 30.7), (30.7, 31.567), (31.567, 32.367), (32.367, 33.167), (33.167, 35.167), (35.167, 36.133), (36.133, 37.333)]","[('00:00:00.000', '00:00:00.600'), ('00:00:00.600', '00:00:01.233'), ('00:00:01.233', '00:00:02.100'), ('00:00:02.100', '00:00:02.700'), ('00:00:02.700', '00:00:03.400'), ('00:00:03.400', '00:00:04.033'), ('00:00:04.033', '00:00:04.900'), ('00:00:04.900', '00:00:05.867'), ('00:00:05.867', '00:00:06.533'), ('00:00:06.533', '00:00:07.300'), ('00:00:07.300', '00:00:08.000'), ('00:00:08.000', '00:00:08.833'), ('00:00:08.833', '00:00:09.633'), ('00:00:09.633', '00:00:10.100'), ('00:00:10.100', '00:00:10.700'), ('00:00:10.700', '00:00:11.300'), ('00:00:11.300', '00:00:11.800'), ('00:00:11.800', '00:00:12.333'), ('00:00:12.333', '00:00:13.400'), ('00:00:13.400', '00:00:14.633'), ('00:00:14.633', '00:00:16.600'), ('00:00:16.600', '00:00:17.200'), ('00:00:17.200', '00:00:17.900'), ('00:00:17.900', '00:00:18.633'), ('00:00:18.633', '00:00:19.500'), ('00:00:19.500', '00:00:22.100'), ('00:00:22.100', '00:00:23.100'), ('00:00:23.100', '00:00:23.733'), ('00:00:23.733', '00:00:24.400'), ('00:00:24.400', '00:00:25.067'), ('00:00:25.067', '00:00:26.400'), ('00:00:26.400', '00:00:27.100'), ('00:00:27.100', '00:00:28.100'), ('00:00:28.100', '00:00:28.700'), ('00:00:28.700', '00:00:29.233'), ('00:00:29.233', '00:00:29.733'), ('00:00:29.733', '00:00:30.700'), ('00:00:30.700', '00:00:31.567'), ('00:00:31.567', '00:00:32.367'), ('00:00:32.367', '00:00:33.167'), ('00:00:33.167', '00:00:35.167'), ('00:00:35.167', '00:00:36.133'), ('00:00:36.133', '00:00:37.333')]"
results/huggies/DARj507OHuk_2024-09-23_21-18-04_UTC_1,"[(0.0, 1.103), (1.103, 5.0), (5.0, 5.828), (5.828, 6.517), (6.517, 7.379), (7.379, 8.552), (8.552, 9.31), (9.31, 10.345), (10.345, 11.276), (11.276, 12.0), (12.0, 13.586), (13.586, 17.103), (17.103, 17.724), (17.724, 19.345), (19.345, 20.138), (20.138, 22.69), (22.69, 23.828), (23.828, 25.655), (25.655, 26.552), (26.552, 27.828), (27.828, 28.966), (28.966, 30.103)]","[('00:00:00.000', '00:00:01.103'), ('00:00:01.103', '00:00:05.000'), ('00:00:05.000', '00:00:05.828'), ('00:00:05.828', '00:00:06.517'), ('00:00:06.517', '00:00:07.379'), ('00:00:07.379', '00:00:08.552'), ('00:00:08.552', '00:00:09.310'), ('00:00:09.310', '00:00:10.345'), ('00:00:10.345', '00:00:11.276'), ('00:00:11.276', '00:00:12.000'), ('00:00:12.000', '00:00:13.586'), ('00:00:13.586', '00:00:17.103'), ('00:00:17.103', '00:00:17.724'), ('00:00:17.724', '00:00:19.345'), ('00:00:19.345', '00:00:20.138'), ('00:00:20.138', '00:00:22.690'), ('00:00:22.690', '00:00:23.828'), ('00:00:23.828', '00:00:25.655'), ('00:00:25.655', '00:00:26.552'), ('00:00:26.552', '00:00:27.828'), ('00:00:27.828', '00:00:28.966'), ('00:00:28.966', '00:00:30.103')]"
results/huggies/C53oPisRA7v_2024-04-17_16-25-33_UTC_1,"[(0.0, 2.167), (2.167, 11.433), (11.433, 15.2), (15.2, 18.033), (18.033, 21.633), (21.633, 23.767), (23.767, 26.4), (26.4, 30.4), (30.4, 33.133), (33.133, 38.967), (38.967, 40.8)]","[('00:00:00.000', '00:00:02.167'), ('00:00:02.167', '00:00:11.433'), ('00:00:11.433', '00:00:15.200'), ('00:00:15.200', '00:00:18.033'), ('00:00:18.033', '00:00:21.633'), ('00:00:21.633', '00:00:23.767'), ('00:00:23.767', '00:00:26.400'), ('00:00:26.400', '00:00:30.400'), ('00:00:30.400', '00:00:33.133'), ('00:00:33.133', '00:00:38.967'), ('00:00:38.967', '00:00:40.800')]"
results/huggies/C6uxFzArosP_2024-05-09_02-21-20_UTC,"[(0.0, 2.667), (2.667, 4.0), (4.0, 5.3), (5.3, 9.6), (9.6, 10.567), (10.567, 12.467), (12.467, 14.7), (14.7, 18.067), (18.067, 20.333), (20.333, 22.067), (22.067, 24.867), (24.867, 29.167), (29.167, 35.3), (35.3, 45.3), (45.3, 48.8), (48.8, 49.933), (49.933, 52.333), (52.333, 55.167), (55.167, 57.033), (57.033, 58.233), (58.233, 59.467), (59.467, 65.43299999999999), (65.43299999999999, 67.533), (67.533, 69.767), (69.767, 71.867)]","[('00:00:00.000', '00:00:02.667'), ('00:00:02.667', '00:00:04.000'), ('00:00:04.000', '00:00:05.300'), ('00:00:05.300', '00:00:09.600'), ('00:00:09.600', '00:00:10.567'), ('00:00:10.567', '00:00:12.467'), ('00:00:12.467', '00:00:14.700'), ('00:00:14.700', '00:00:18.067'), ('00:00:18.067', '00:00:20.333'), ('00:00:20.333', '00:00:22.067'), ('00:00:22.067', '00:00:24.867'), ('00:00:24.867', '00:00:29.167'), ('00:00:29.167', '00:00:35.300'), ('00:00:35.300', '00:00:45.300'), ('00:00:45.300', '00:00:48.800'), ('00:00:48.800', '00:00:49.933'), ('00:00:49.933', '00:00:52.333'), ('00:00:52.333', '00:00:55.167'), ('00:00:55.167', '00:00:57.033'), ('00:00:57.033', '00:00:58.233'), ('00:00:58.233', '00:00:59.467'), ('00:00:59.467', '00:01:05.433'), ('00:01:05.433', '00:01:07.533'), ('00:01:07.533', '00:01:09.767'), ('00:01:09.767', '00:01:11.867')]"
results/huggies/DAWRN8CJdir_2024-09-25_17-09-51_UTC_1,"[(0.0, 2.067), (2.067, 2.833), (2.833, 3.6), (3.6, 4.167), (4.167, 4.867), (4.867, 5.967), (5.967, 7.0), (7.0, 7.567), (7.567, 8.0), (8.0, 9.2), (9.2, 10.367), (10.367, 12.433), (12.433, 12.867), (12.867, 13.433), (13.433, 14.033), (14.033, 15.467), (15.467, 16.7), (16.7, 17.567), (17.567, 18.167), (18.167, 18.933)]","[('00:00:00.000', '00:00:02.067'), ('00:00:02.067', '00:00:02.833'), ('00:00:02.833', '00:00:03.600'), ('00:00:03.600', '00:00:04.167'), ('00:00:04.167', '00:00:04.867'), ('00:00:04.867', '00:00:05.967'), ('00:00:05.967', '00:00:07.000'), ('00:00:07.000', '00:00:07.567'), ('00:00:07.567', '00:00:08.000'), ('00:00:08.000', '00:00:09.200'), ('00:00:09.200', '00:00:10.367'), ('00:00:10.367', '00:00:12.433'), ('00:00:12.433', '00:00:12.867'), ('00:00:12.867', '00:00:13.433'), ('00:00:13.433', '00:00:14.033'), ('00:00:14.033', '00:00:15.467'), ('00:00:15.467', '00:00:16.700'), ('00:00:16.700', '00:00:17.567'), ('00:00:17.567', '00:00:18.167'), ('00:00:18.167', '00:00:18.933')]"
results/huggies/C-8HR2RPmUl_2024-08-21_16-53-36_UTC_1,"[(0.0, 8.533), (8.533, 14.633), (14.633, 18.533), (18.533, 20.467), (20.467, 24.267), (24.267, 26.233), (26.233, 27.067), (27.067, 29.5)]","[('00:00:00.000', '00:00:08.533'), ('00:00:08.533', '00:00:14.633'), ('00:00:14.633', '00:00:18.533'), ('00:00:18.533', '00:00:20.467'), ('00:00:20.467', '00:00:24.267'), ('00:00:24.267', '00:00:26.233'), ('00:00:26.233', '00:00:27.067'), ('00:00:27.067', '00:00:29.500')]"
results/huggies/C-LgA6gS14l_2024-08-02_19-45-11_UTC_1,"[(0.0, 1.067), (1.067, 1.833), (1.833, 2.633), (2.633, 3.667), (3.667, 4.4), (4.4, 5.5), (5.5, 6.267), (6.267, 6.8), (6.8, 7.933), (7.933, 8.4), (8.4, 9.767), (9.767, 10.3), (10.3, 10.833), (10.833, 11.6), (11.6, 12.233), (12.233, 13.2), (13.2, 14.033), (14.033, 15.0), (15.0, 15.9), (15.9, 16.9), (16.9, 17.833), (17.833, 20.4), (20.4, 21.6), (21.6, 22.6), (22.6, 23.4), (23.4, 25.133), (25.133, 26.5), (26.5, 27.267), (27.267, 28.1), (28.1, 29.1), (29.1, 30.2), (30.2, 30.9), (30.9, 32.367), (32.367, 33.533), (33.533, 34.0), (34.0, 35.8), (35.8, 37.8), (37.8, 39.233), (39.233, 40.8), (40.8, 42.4)]","[('00:00:00.000', '00:00:01.067'), ('00:00:01.067', '00:00:01.833'), ('00:00:01.833', '00:00:02.633'), ('00:00:02.633', '00:00:03.667'), ('00:00:03.667', '00:00:04.400'), ('00:00:04.400', '00:00:05.500'), ('00:00:05.500', '00:00:06.267'), ('00:00:06.267', '00:00:06.800'), ('00:00:06.800', '00:00:07.933'), ('00:00:07.933', '00:00:08.400'), ('00:00:08.400', '00:00:09.767'), ('00:00:09.767', '00:00:10.300'), ('00:00:10.300', '00:00:10.833'), ('00:00:10.833', '00:00:11.600'), ('00:00:11.600', '00:00:12.233'), ('00:00:12.233', '00:00:13.200'), ('00:00:13.200', '00:00:14.033'), ('00:00:14.033', '00:00:15.000'), ('00:00:15.000', '00:00:15.900'), ('00:00:15.900', '00:00:16.900'), ('00:00:16.900', '00:00:17.833'), ('00:00:17.833', '00:00:20.400'), ('00:00:20.400', '00:00:21.600'), ('00:00:21.600', '00:00:22.600'), ('00:00:22.600', '00:00:23.400'), ('00:00:23.400', '00:00:25.133'), ('00:00:25.133', '00:00:26.500'), ('00:00:26.500', '00:00:27.267'), ('00:00:27.267', '00:00:28.100'), ('00:00:28.100', '00:00:29.100'), ('00:00:29.100', '00:00:30.200'), ('00:00:30.200', '00:00:30.900'), ('00:00:30.900', '00:00:32.367'), ('00:00:32.367', '00:00:33.533'), ('00:00:33.533', '00:00:34.000'), ('00:00:34.000', '00:00:35.800'), ('00:00:35.800', '00:00:37.800'), ('00:00:37.800', '00:00:39.233'), ('00:00:39.233', '00:00:40.800'), ('00:00:40.800', '00:00:42.400')]"
results/huggies/DBZ74y1OdGW_2024-10-21_23-55-46_UTC_1,"[(0.0, 0.633), (0.633, 2.067), (2.067, 3.467), (3.467, 5.233), (5.233, 7.033), (7.033, 8.4), (8.4, 9.267), (9.267, 10.367), (10.367, 11.667), (11.667, 13.1), (13.1, 14.0), (14.0, 15.0), (15.0, 16.0), (16.0, 18.533), (18.533, 19.567), (19.567, 20.1), (20.1, 21.7), (21.7, 23.833), (23.833, 25.533), (25.533, 27.9)]","[('00:00:00.000', '00:00:00.633'), ('00:00:00.633', '00:00:02.067'), ('00:00:02.067', '00:00:03.467'), ('00:00:03.467', '00:00:05.233'), ('00:00:05.233', '00:00:07.033'), ('00:00:07.033', '00:00:08.400'), ('00:00:08.400', '00:00:09.267'), ('00:00:09.267', '00:00:10.367'), ('00:00:10.367', '00:00:11.667'), ('00:00:11.667', '00:00:13.100'), ('00:00:13.100', '00:00:14.000'), ('00:00:14.000', '00:00:15.000'), ('00:00:15.000', '00:00:16.000'), ('00:00:16.000', '00:00:18.533'), ('00:00:18.533', '00:00:19.567'), ('00:00:19.567', '00:00:20.100'), ('00:00:20.100', '00:00:21.700'), ('00:00:21.700', '00:00:23.833'), ('00:00:23.833', '00:00:25.533'), ('00:00:25.533', '00:00:27.900')]"
results/huggies/C87sZp5PZ7b_2024-07-02_19-53-15_UTC,"[(0.0, 3.8), (3.8, 7.3), (7.3, 8.7), (8.7, 9.667), (9.667, 11.333), (11.333, 12.167), (12.167, 13.733), (13.733, 14.533), (14.533, 16.267), (16.267, 17.0), (17.0, 17.8), (17.8, 19.033), (19.033, 21.333), (21.333, 22.233), (22.233, 23.233), (23.233, 24.967), (24.967, 25.933), (25.933, 26.967), (26.967, 27.933), (27.933, 33.6)]","[('00:00:00.000', '00:00:03.800'), ('00:00:03.800', '00:00:07.300'), ('00:00:07.300', '00:00:08.700'), ('00:00:08.700', '00:00:09.667'), ('00:00:09.667', '00:00:11.333'), ('00:00:11.333', '00:00:12.167'), ('00:00:12.167', '00:00:13.733'), ('00:00:13.733', '00:00:14.533'), ('00:00:14.533', '00:00:16.267'), ('00:00:16.267', '00:00:17.000'), ('00:00:17.000', '00:00:17.800'), ('00:00:17.800', '00:00:19.033'), ('00:00:19.033', '00:00:21.333'), ('00:00:21.333', '00:00:22.233'), ('00:00:22.233', '00:00:23.233'), ('00:00:23.233', '00:00:24.967'), ('00:00:24.967', '00:00:25.933'), ('00:00:25.933', '00:00:26.967'), ('00:00:26.967', '00:00:27.933'), ('00:00:27.933', '00:00:33.600')]"
results/huggies/DAlSAqUOXXj_2024-10-01_13-06-19_UTC,"[(0.0, 10.552), (10.552, 11.428), (11.428, 12.471), (12.471, 13.597), (13.597, 14.515), (14.515, 16.099), (16.099, 19.311), (19.311, 20.896), (20.896, 21.688), (21.688, 23.19), (23.19, 24.483), (24.483, 27.069), (27.069, 30.405), (30.405, 31.406), (31.406, 32.991), (32.991, 36.37), (36.37, 38.58), (38.58, 41.208), (41.208, 42.876), (42.876, 48.09), (48.09, 50.3), (50.3, 52.052), (52.052, 53.428), (53.428, 55.973), (55.973, 57.599), (57.599, 58.684), (58.684, 59.434), (59.434, 64.898)]","[('00:00:00.000', '00:00:10.552'), ('00:00:10.552', '00:00:11.428'), ('00:00:11.428', '00:00:12.471'), ('00:00:12.471', '00:00:13.597'), ('00:00:13.597', '00:00:14.515'), ('00:00:14.515', '00:00:16.099'), ('00:00:16.099', '00:00:19.311'), ('00:00:19.311', '00:00:20.896'), ('00:00:20.896', '00:00:21.688'), ('00:00:21.688', '00:00:23.190'), ('00:00:23.190', '00:00:24.483'), ('00:00:24.483', '00:00:27.069'), ('00:00:27.069', '00:00:30.405'), ('00:00:30.405', '00:00:31.406'), ('00:00:31.406', '00:00:32.991'), ('00:00:32.991', '00:00:36.370'), ('00:00:36.370', '00:00:38.580'), ('00:00:38.580', '00:00:41.208'), ('00:00:41.208', '00:00:42.876'), ('00:00:42.876', '00:00:48.090'), ('00:00:48.090', '00:00:50.300'), ('00:00:50.300', '00:00:52.052'), ('00:00:52.052', '00:00:53.428'), ('00:00:53.428', '00:00:55.973'), ('00:00:55.973', '00:00:57.599'), ('00:00:57.599', '00:00:58.684'), ('00:00:58.684', '00:00:59.434'), ('00:00:59.434', '00:01:04.898')]"
results/huggies/DAbFMumObCv_2024-09-27_14-01-31_UTC,"[(0.0, 5.255), (5.255, 6.381), (6.381, 8.383), (8.383, 10.344), (10.344, 11.887), (11.887, 16.016), (16.016, 17.1), (17.1, 18.143), (18.143, 20.521), (20.521, 22.189), (22.189, 24.149), (24.149, 25.567), (25.567, 26.985), (26.985, 29.696), (29.696, 32.699), (32.699, 34.117), (34.117, 37.746), (37.746, 40.499), (40.499, 42.042), (42.042, 43.752), (43.752, 45.17), (45.17, 49.007), (49.007, 50.092), (50.092, 54.847)]","[('00:00:00.000', '00:00:05.255'), ('00:00:05.255', '00:00:06.381'), ('00:00:06.381', '00:00:08.383'), ('00:00:08.383', '00:00:10.344'), ('00:00:10.344', '00:00:11.887'), ('00:00:11.887', '00:00:16.016'), ('00:00:16.016', '00:00:17.100'), ('00:00:17.100', '00:00:18.143'), ('00:00:18.143', '00:00:20.521'), ('00:00:20.521', '00:00:22.189'), ('00:00:22.189', '00:00:24.149'), ('00:00:24.149', '00:00:25.567'), ('00:00:25.567', '00:00:26.985'), ('00:00:26.985', '00:00:29.696'), ('00:00:29.696', '00:00:32.699'), ('00:00:32.699', '00:00:34.117'), ('00:00:34.117', '00:00:37.746'), ('00:00:37.746', '00:00:40.499'), ('00:00:40.499', '00:00:42.042'), ('00:00:42.042', '00:00:43.752'), ('00:00:43.752', '00:00:45.170'), ('00:00:45.170', '00:00:49.007'), ('00:00:49.007', '00:00:50.092'), ('00:00:50.092', '00:00:54.847')]"
results/huggies/C3imYV3vKKS_2024-02-19_19-23-52_UTC_1,"[(0.0, 3.167), (3.167, 6.333), (6.333, 10.1), (10.1, 18.433), (18.433, 20.467), (20.467, 22.9), (22.9, 29.567)]","[('00:00:00.000', '00:00:03.167'), ('00:00:03.167', '00:00:06.333'), ('00:00:06.333', '00:00:10.100'), ('00:00:10.100', '00:00:18.433'), ('00:00:18.433', '00:00:20.467'), ('00:00:20.467', '00:00:22.900'), ('00:00:22.900', '00:00:29.567')]"
results/huggies/C7kFXYMvY4C_2024-05-29_19-21-05_UTC_1,"[(0.0, 1.933), (1.933, 5.833), (5.833, 6.8), (6.8, 7.833), (7.833, 8.4), (8.4, 8.9), (8.9, 9.933), (9.933, 10.9), (10.9, 12.4), (12.4, 12.9), (12.9, 14.0), (14.0, 16.5), (16.5, 17.533), (17.533, 27.4), (27.4, 28.367)]","[('00:00:00.000', '00:00:01.933'), ('00:00:01.933', '00:00:05.833'), ('00:00:05.833', '00:00:06.800'), ('00:00:06.800', '00:00:07.833'), ('00:00:07.833', '00:00:08.400'), ('00:00:08.400', '00:00:08.900'), ('00:00:08.900', '00:00:09.933'), ('00:00:09.933', '00:00:10.900'), ('00:00:10.900', '00:00:12.400'), ('00:00:12.400', '00:00:12.900'), ('00:00:12.900', '00:00:14.000'), ('00:00:14.000', '00:00:16.500'), ('00:00:16.500', '00:00:17.533'), ('00:00:17.533', '00:00:27.400'), ('00:00:27.400', '00:00:28.367')]"
